70231,60054,1,110.89,40064,715
70232,60054,1,109.28,17831,1450
70233,60054,1,72.88,29901,938
70234,60054,1,92.045,62962,1683
70235,60054,1,130.38,1639,0
70236,60054,1,146.64,0,0
70237,60054,1,70.316,67659,1277
70238,60054,1,178.05,0,0
70239,60054,1,177.94,0,0
70240,60054,1,181.52,0,0
70241,60054,1,174.99,0,0
70242,60054,1,201.78,0,0
70243,60054,1,204.75,0,0
70244,60054,1,135.8,0,0
70028,60155,1,114.65,31577,2172
70029,60155,1,100.95,33290,0
70161,60155,1,143.06,0,0
70162,60155,1,123.15,958,0
70163,60155,1,154.33,17980,0
70164,60155,1,55.787,22821,570
70168,60155,1,100.46,17449,1289
70169,60155,1,172.03,0,0
70170,60155,1,145.4,0,0
70171,60155,1,95.412,30629,1074
70172,60155,1,129.53,0,0
70174,60155,1,99.824,17646,264
70176,60155,1,65.334,33402,1954
70179,60155,1,82.296,19364,311
70180,60155,1,68.869,17102,165
70181,60155,1,140.71,0,0
70182,60155,1,99.935,2054,0
70183,60155,1,76.65,51227,591
70184,60155,1,111.08,40781,535
70185,60155,1,85.425,52505,2544
70186,60155,1,90.153,17711,622
70187,60155,1,129.74,12008,151
70188,60155,1,136.33,5807,0
70189,60155,1,47.741,7016,41
70191,60155,1,192.8,0,0
70192,60155,1,130.9,398,22
70193,60155,1,83.428,47055,2584
70194,60155,1,78.554,35764,771
70195,60155,1,64.722,15434,1284
70196,60155,1,137.96,0,0
70197,60155,1,187.24,0,0
70198,60155,1,179.67,0,0
70199,60155,1,118.02,22128,396
70200,60155,1,121.2,29927,392
70201,60155,1,169.31,0,0
70202,60155,1,136.85,15647,39
70203,60155,1,91.222,6683,18
70204,60155,1,167.67,0,0
70205,60155,1,39.426,12947,0
70206,60155,1,192.89,0,0
70207,60155,1,104.03,25192,1266
70208,60155,1,215.91,0,0
70209,60155,1,231.49,0,0
70211,60155,1,218.31,0,0
70212,60155,1,98.138,17253,131
70213,60155,1,159.36,0,0
70214,60155,1,123.96,9445,0
70215,60155,1,204.01,0,0
70216,60155,1,178.22,0,0
70217,60155,1,125.28,0,0
70218,60155,1,199.99,0,0
70219,60155,1,139.83,0,0
70220,60155,1,165.31,0,0
70221,60155,1,59.531,27552,812
70222,60155,1,26.435,51726,346
70223,60155,1,79.232,34393,128
70224,60155,1,96.003,52191,775
70225,60155,1,75.876,38215,1725
70227,60155,1,88.901,31722,184
70228,60155,1,136.71,0,0
70229,60155,1,64.685,38249,1630
70230,60155,1,32.182,67630,683
70231,60155,1,81.797,39663,1684
70232,60155,1,118.63,19779,355
70233,60155,1,104.37,27632,597
70234,60155,1,104.87,36403,913
70235,60155,1,163.8,0,0
70236,60155,1,131.65,6120,0
70237,60155,1,58.765,40744,996
70238,60155,1,154.15,0,0
70239,60155,1,146.79,0,0
70240,60155,1,148.81,0,0
70241,60155,1,141.34,2110,0
70242,60155,1,168.17,0,0
70243,60155,1,171.07,0,0
70244,60155,1,165.42,0,0
70028,60366,1,109.08,43742,39
70029,60366,1,91.635,50978,19
70161,60366,1,156.42,0,0
70162,60366,1,126.57,2199,0
70163,60366,1,157.45,0,0
70164,60366,1,59.158,25783,1195
70168,60366,1,113.91,21024,0
70169,60366,1,169.68,0,0
70170,60366,1,132.8,0,0
70171,60366,1,100.61,24460,466
70172,60366,1,136.69,0,0
70174,60366,1,107.87,5616,0
70176,60366,1,71.262,27585,0
70179,60366,1,78.909,6997,0
70180,60366,1,59.211,33275,417
70181,60366,1,133.39,0,0
70182,60366,1,108.96,0,0
70183,60366,1,70.569,54216,2454
70184,60366,1,111.98,16987,388
70185,60366,1,85.707,67287,2553
70186,60366,1,102.03,21182,80
70187,60366,1,141.33,0,0
70188,60366,1,125.48,19850,0
70189,60366,1,60.659,17859,366
70191,60366,1,188.21,0,0
70192,60366,1,135.59,0,0
70193,60366,1,95.478,48400,1375
70194,60366,1,66.536,46330,2467
70195,60366,1,53.541,23422,673
70196,60366,1,132.7,0,0
70197,60366,1,187.09,0,0
70198,60366,1,184.98,0,0
70199,60366,1,106.83,39496,661
70200,60366,1,119.62,15699,41
70201,60366,1,180.76,0,0
70202,60366,1,135.88,403,0
70203,60366,1,104.42,11470,0
70204,60366,1,180.26,0,0
70205,60366,1,51.189,9888,55
70206,60366,1,200.94,0,0
70207,60366,1,116.41,3484,22
70208,60366,1,218.25,0,0
70209,60366,1,234.63,0,0
70211,60366,1,207.25,0,0
70212,60366,1,84.571,41211,249
70213,60366,1,159.45,0,0
70214,60366,1,111.26,18572,256
70215,60366,1,194.33,0,0
70216,60366,1,167.12,0,0
70217,60366,1,112.03,4086,0
70218,60366,1,206.3,0,0
70219,60366,1,148.27,0,0
70220,60366,1,169.88,0,0
70221,60366,1,46.001,37600,488
70222,60366,1,18.303,85132,477
70223,60366,1,66.686,38364,1418
70224,60366,1,87.48,35415,1696
70225,60366,1,85.452,35391,841
70227,60366,1,85.687,49737,2248
70228,60366,1,126.22,19375,440
70229,60366,1,78.28,36558,188
70230,60366,1,30.238,54165,410
70231,60366,1,85.582,36939,98
70232,60366,1,106.29,30840,406
70233,60366,1,92.192,38990,835
70234,60366,1,91.903,40703,234
70235,60366,1,155.34,0,0
70236,60366,1,127.09,22935,0
70237,60366,1,69.394,37331,703
70238,60366,1,154.38,0,0
70239,60366,1,152.53,0,0
70240,60366,1,156.39,0,0
70241,60366,1,152.44,0,0
70242,60366,1,179.35,0,0
70243,60366,1,182,0,0
70244,60366,1,160.83,0,0
70028,60371,1,111.55,0,0
70029,60371,1,87.503,90178,2076
70161,60371,1,176.9,0,0
70162,60371,1,126.57,13607,1375
70163,60371,1,171.09,0,0
70164,60371,1,74.982,40827,135
70168,60371,1,134.25,0,0
70169,60371,1,176.09,0,0
70170,60371,1,119.12,22786,460
70171,60371,1,117.03,16687,1019
70172,60371,1,154.52,0,0
70174,60371,1,115.69,23008,24
70176,60371,1,88.844,51229,1534
70179,60371,1,70.138,26603,846
70180,60371,1,56.203,39131,1041
70181,60371,1,132.17,0,0
70182,60371,1,128.37,0,0
70183,60371,1,73.792,64381,1473
70184,60371,1,108.47,47034,313
70185,60371,1,97.27,25054,116
70186,60371,1,116.64,28324,411
70187,60371,1,154.95,0,0
70188,60371,1,116.88,26758,196
70189,60371,1,78.085,16078,574
70191,60371,1,190.98,0,0
70192,60371,1,151.11,0,0
70193,60371,1,116.31,6026,0
70194,60371,1,45.989,27061,551
70195,60371,1,34.042,52915,341
70196,60371,1,135.14,9278,0
70197,60371,1,196.43,0,0
70198,60371,1,200.8,0,0
70199,60371,1,97.733,35299,130
70200,60371,1,127.9,0,0
70201,60371,1,201.39,0,0
70202,60371,1,144.67,0,0
70203,60371,1,122,13507,661
70204,60371,1,201.13,0,0
70205,60371,1,72.023,14011,1103
70206,60371,1,219.28,0,0
70207,60371,1,137.28,0,0
70208,60371,1,230.56,0,0
70209,60371,1,247.81,0,0
70211,60371,1,197.31,0,0
70212,60371,1,64.964,42568,279
70213,60371,1,169.35,0,0
70214,60371,1,97.469,59878,460
70215,60371,1,187.62,0,0
70216,60371,1,157.38,0,0
70217,60371,1,91.426,29000,917
70218,60371,1,223.02,0,0
70219,60371,1,167.09,0,0
70220,60371,1,185,0,0
70221,60371,1,29.617,1.0369e+05,562
70222,60371,1,15.707,1.4135e+05,1214
70223,60371,1,54.711,49224,1936
70224,60371,1,70.737,51890,490
70225,60371,1,96.379,42680,844
70227,60371,1,76.852,24043,302
70228,60371,1,106.74,52351,1423
70229,60371,1,98.158,35784,217
70230,60371,1,43.788,20417,653
70231,60371,1,87.485,61129,1558
70232,60371,1,85.498,38900,383
70233,60371,1,80.582,55636,2534
70234,60371,1,71.082,71345,1655
70235,60371,1,151.56,0,0
70236,60371,1,115.11,27788,741
70237,60371,1,89.868,24948,519
70238,60371,1,148.98,4862,0
70239,60371,1,155.73,0,0
70240,60371,1,162.59,0,0
70241,60371,1,164.99,0,0
70242,60371,1,191.84,0,0
70243,60371,1,194,0,0
70244,60371,1,163.92,0,0
70028,60395,1,86.051,67168,1884
70029,60395,1,93.486,13923,683
70161,60395,1,123.47,59,7
70162,60395,1,175.6,0,0
70163,60395,1,97.184,23042,0
70164,60395,1,12.098,7.1821e+05,517
70168,60395,1,88.437,39166,788
70169,60395,1,126.32,25711,115
70170,60395,1,155.16,0,0
70171,60395,1,37.203,32177,538
70172,60395,1,72.779,76624,633
70174,60395,1,142.8,0,0
70176,60395,1,7.1851,4.5791e+05,779
70179,60395,1,140.52,0,0
70180,60395,1,72.464,32343,352
70181,60395,1,116.94,4375,0
70182,60395,1,48.78,22807,143
70183,60395,1,60.178,48381,1882
70184,60395,1,167,0,0
70185,60395,1,39.091,18595,345
70186,60395,1,116.84,36585,1309
70187,60395,1,154.14,9046,89
70188,60395,1,132.9,7472,0
70189,60395,1,76.036,20943,548
70191,60395,1,153.88,10915,0
70192,60395,1,72.752,51066,1227
70193,60395,1,54.552,63286,1184
70194,60395,1,126.67,0,0
70195,60395,1,115.82,620,0
70196,60395,1,105.12,0,0
70197,60395,1,135.18,5882,260
70198,60395,1,121.47,5235,0
70199,60395,1,119.11,0,0
70200,60395,1,76.101,43724,361
70201,60395,1,127.3,4402,62
70202,60395,1,88.682,38084,410
70203,60395,1,104.4,3047,25
70204,60395,1,135.11,0,0
70205,60395,1,34.787,38511,314
70206,60395,1,137.5,0,0
70207,60395,1,74.512,41735,384
70208,60395,1,159.27,0,0
70209,60395,1,174,0,0
70211,60395,1,210.9,0,0
70212,60395,1,132.76,2396,0
70213,60395,1,107.42,60836,543
70214,60395,1,136.74,0,0
70215,60395,1,188.33,0,0
70216,60395,1,173.08,0,0
70217,60395,1,163.85,0,0
70218,60395,1,142.26,0,0
70219,60395,1,85.662,41697,452
70220,60395,1,107.15,23913,476
70221,60395,1,92.905,47449,837
70222,60395,1,82.165,73306,345
70223,60395,1,97.316,43019,39
70224,60395,1,151.46,0,0
70225,60395,1,116.03,21517,103
70227,60395,1,147.11,0,0
70228,60395,1,188.36,0,0
70229,60395,1,68.531,55262,1367
70230,60395,1,39.471,4106,419
70231,60395,1,135.01,1486,82
70232,60395,1,164.05,0,0
70233,60395,1,114.81,22731,460
70234,60395,1,146.91,0,0
70235,60395,1,143.74,4128,0
70236,60395,1,189.83,0,0
70237,60395,1,28.109,23709,48
70238,60395,1,210.29,0,0
70239,60395,1,193.95,0,0
70240,60395,1,190.72,0,0
70241,60395,1,168.13,0,0
70242,60395,1,192.99,0,0
70243,60395,1,197.27,0,0
70244,60395,1,127.78,3057,0
70028,60399,1,115.09,45920,915
70029,60399,1,115.24,6445,0
70161,60399,1,106.63,41981,100
70162,60399,1,146.49,0,0
70163,60399,1,126.12,11755,613
70164,60399,1,39.611,13221,348
70168,60399,1,66.187,20848,803
70169,60399,1,158.84,0,0
70170,60399,1,171.33,0,0
70171,60399,1,64.885,26188,969
70172,60399,1,92.389,55753,490
70174,60399,1,111.12,27547,1323
70176,60399,1,37.186,29854,1137
70179,60399,1,119.71,44250,1571
70180,60399,1,87.98,19792,150
70181,60399,1,145.24,0,0
70182,60399,1,59.898,26396,1405
70183,60399,1,83.498,70854,2535
70184,60399,1,140.54,0,0
70185,60399,1,71.13,40535,1621
70186,60399,1,84.424,22299,711
70187,60399,1,122.21,26699,1252
70188,60399,1,154.29,0,0
70189,60399,1,43.865,13935,692
70191,60399,1,185.95,0,0
70192,60399,1,99.534,25775,486
70193,60399,1,41.956,23996,1200
70194,60399,1,120.17,3996,0
70195,60399,1,106.77,12342,387
70196,60399,1,135.68,0,0
70197,60399,1,166.97,0,0
70198,60399,1,145.49,0,0
70199,60399,1,138.25,0,0
70200,60399,1,108.48,410,0
70201,60399,1,127.22,0,0
70202,60399,1,121.19,6715,0
70203,60399,1,73.557,36752,1942
70204,60399,1,127.17,23336,825
70205,60399,1,3.2518,4.6487e+05,190
70206,60399,1,153.35,0,0
70207,60399,1,63.185,35378,1680
70208,60399,1,188.23,0,0
70209,60399,1,201.59,0,0
70211,60399,1,234.92,0,0
70212,60399,1,135.46,0,0
70213,60399,1,139.39,9397,157
70214,60399,1,151.1,5800,727
70215,60399,1,215.02,0,0
70216,60399,1,195.84,0,0
70217,60399,1,164.55,0,0
70218,60399,1,163.47,0,0
70219,60399,1,100.11,42420,516
70220,60399,1,133.16,0,0
70221,60399,1,94.958,47820,1280
70222,60399,1,68.6,38790,2098
70223,60399,1,107.67,23763,486
70224,60399,1,137.68,0,0
70225,60399,1,84.254,46688,1656
70227,60399,1,125.87,11726,217
70228,60399,1,178.9,0,0
70229,60399,1,38.204,15926,237
70230,60399,1,45.077,11894,892
70231,60399,1,107.04,24350,351
70232,60399,1,159.93,0,0
70233,60399,1,129.62,0,0
70234,60399,1,145.09,0,0
70235,60399,1,171.33,0,0
70236,60399,1,169.4,0,0
70237,60399,1,17.218,70015,475
70238,60399,1,183.56,0,0
70239,60399,1,162.71,0,0
70240,60399,1,158.56,0,0
70241,60399,1,136.02,0,0
70242,60399,1,161.25,0,0
70243,60399,1,165.36,0,0
70244,60399,1,159.54,0,0
70028,60403,1,111.71,33521,721
70029,60403,1,103.83,32589,488
70161,60403,1,128.33,0,0
70162,60403,1,132.61,0,0
70163,60403,1,141.06,6766,336
70164,60403,1,44.216,2590,243
70168,60403,1,86.265,31083,1592
70169,60403,1,164.31,0,0
70170,60403,1,154.17,0,0
70171,60403,1,80.88,33639,887
70172,60403,1,113.35,4104,139
70174,60403,1,103.71,25392,435
70176,60403,1,50.731,21306,511
70179,60403,1,97.715,44368,1271
70180,60403,1,73.318,37516,1910
70181,60403,1,139.84,0,0
70182,60403,1,82.948,33875,318
70183,60403,1,75.553,45623,1155
70184,60403,1,123.13,12499,773
70185,60403,1,76.019,42191,2288
70186,60403,1,86.576,40028,1602
70187,60403,1,126.2,4580,0
70188,60403,1,141.33,0,0
70189,60403,1,42.479,13202,41
70191,60403,1,187.69,0,0
70192,60403,1,116.46,30410,489
70193,60403,1,66.561,32444,1683
70194,60403,1,95.325,31606,12
70195,60403,1,81.813,28050,133
70196,60403,1,134.23,0,0
70197,60403,1,176.96,0,0
70198,60403,1,164.54,0,0
70199,60403,1,123.89,19175,0
70200,60403,1,113.14,52722,1637
70201,60403,1,152.16,0,0
70202,60403,1,127.89,10671,0
70203,60403,1,82.941,41398,321
70204,60403,1,151.32,0,0
70205,60403,1,22.316,38485,511
70206,60403,1,176.15,0,0
70207,60403,1,87.459,37588,1101
70208,60403,1,203.08,0,0
70209,60403,1,217.92,0,0
70211,60403,1,223.16,0,0
70212,60403,1,112.42,5265,0
70213,60403,1,149.02,0,0
70214,60403,1,133.18,34188,1373
70215,60403,1,206.36,0,0
70216,60403,1,183.34,0,0
70217,60403,1,140.69,0,0
70218,60403,1,184.16,0,0
70219,60403,1,122.99,280,0
70220,60403,1,150.79,0,0
70221,60403,1,72.495,24926,2114
70222,60403,1,43.738,20370,1786
70223,60403,1,88.651,20218,1127
70224,60403,1,113.21,8736,0
70225,60403,1,77.866,61801,1066
70227,60403,1,104.16,35731,635
70228,60403,1,153.99,0,0
70229,60403,1,52.251,16422,62
70230,60403,1,30.642,22618,221
70231,60403,1,91.614,20110,1558
70232,60403,1,135.21,0,0
70233,60403,1,112.5,0,0
70234,60403,1,120.8,8516,0
70235,60403,1,164.42,0,0
70236,60403,1,147.37,0,0
70237,60403,1,41.465,8522,149
70238,60403,1,166.41,0,0
70239,60403,1,153.24,0,0
70240,60403,1,152.66,0,0
70241,60403,1,138.85,4544,16
70242,60403,1,165.27,0,0
70243,60403,1,168.69,0,0
70244,60403,1,160.5,0,0
70028,60408,1,126.04,36542,348
70029,60408,1,120.71,4532,10
70161,60408,1,112.32,9695,0
70162,60408,1,127.44,3896,0
70163,60408,1,144.93,0,0
70164,60408,1,53.628,24175,576
70168,60408,1,69.783,35252,956
70169,60408,1,174.61,0,0
70170,60408,1,171.85,0,0
70171,60408,1,83.709,22536,1306
70172,60408,1,111.45,40570,145
70174,60408,1,93.511,56954,1835
70176,60408,1,54.978,44264,617
70179,60408,1,101.81,42654,1099
70180,60408,1,90.708,27990,1535
70181,60408,1,155.06,0,0
70182,60408,1,78.395,56452,244
70183,60408,1,91.275,31972,347
70184,60408,1,121.34,18581,1551
70185,60408,1,86.083,97599,2134
70186,60408,1,71.219,20023,512
70187,60408,1,110.44,30635,1136
70188,60408,1,158.61,0,0
70189,60408,1,27.732,43351,181
70191,60408,1,200.01,0,0
70192,60408,1,118.62,34253,100
70193,60408,1,54.844,34674,624
70194,60408,1,108.72,0,0
70195,60408,1,94.362,58721,536
70196,60408,1,147.87,0,0
70197,60408,1,184.51,0,0
70198,60408,1,164.71,0,0
70199,60408,1,141.36,3483,66
70200,60408,1,123.67,12276,0
70201,60408,1,141.14,0,0
70202,60408,1,137.35,0,0
70203,60408,1,65.576,57456,1330
70204,60408,1,137.57,344,0
70205,60408,1,16.047,1.2178e+05,953
70206,60408,1,171.63,0,0
70207,60408,1,74.499,43106,667
70208,60408,1,207.09,0,0
70209,60408,1,220.68,0,0
70211,60408,1,240.31,0,0
70212,60408,1,128.63,0,0
70213,60408,1,156.75,0,0
70214,60408,1,150.84,12868,0
70215,60408,1,222.76,0,0
70216,60408,1,200.59,0,0
70217,60408,1,156.02,0,0
70218,60408,1,182.51,0,0
70219,60408,1,118.49,0,0
70220,60408,1,152.34,0,0
70221,60408,1,89.285,41315,1532
70222,60408,1,55.515,22253,145
70223,60408,1,106.27,8100,11
70224,60408,1,122.34,2117,0
70225,60408,1,66.805,83042,1843
70227,60408,1,107.79,46831,416
70228,60408,1,165.04,0,0
70229,60408,1,34.757,17987,730
70230,60408,1,47.495,26244,128
70231,60408,1,87.824,29394,930
70232,60408,1,148.91,0,0
70233,60408,1,130.17,17198,1019
70234,60408,1,135.55,0,0
70235,60408,1,180.22,0,0
70236,60408,1,151.35,0,0
70237,60408,1,35.681,38428,2014
70238,60408,1,164.34,0,0
70239,60408,1,144.64,0,0
70240,60408,1,141.71,0,0
70241,60408,1,123.56,18070,5
70242,60408,1,149.64,0,0
70243,60408,1,153.31,0,0
70244,60408,1,173.13,0,0
70028,60411,1,106.13,59774,721
70029,60411,1,112.21,17112,414
70161,60411,1,104.88,42401,515
70162,60411,1,165.14,0,0
70163,60411,1,107.79,17547,665
70164,60411,1,31.107,24284,408
70168,60411,1,68.543,22022,34
70169,60411,1,143.88,8414,0
70170,60411,1,172.26,0,0
70171,60411,1,46.677,17716,991
70172,60411,1,74.022,37852,471
70174,60411,1,128.9,0,0
70176,60411,1,21.803,35359,2311
70179,60411,1,137.29,7858,0
70180,60411,1,88.687,38582,537
70181,60411,1,137.01,0,0
70182,60411,1,42.797,12394,419
70183,60411,1,79.115,45223,1600
70184,60411,1,159.2,0,0
70185,60411,1,58.477,9068,527
70186,60411,1,99.542,32955,1462
70187,60411,1,135.75,25632,879
70188,60411,1,151.68,0,0
70189,60411,1,61.499,22810,730
70191,60411,1,172.74,0,0
70192,60411,1,80.923,25547,971
70193,60411,1,36.061,18611,621
70194,60411,1,132.61,0,0
70195,60411,1,120.17,0,0
70196,60411,1,124.98,0,0
70197,60411,1,149.98,0,0
70198,60411,1,126.81,0,0
70199,60411,1,137.12,0,0
70200,60411,1,94.626,30511,940
70201,60411,1,115.64,20124,76
70202,60411,1,106.03,25754,228
70203,60411,1,85.325,11429,734
70204,60411,1,119.76,19942,196
70205,60411,1,21.897,21397,0
70206,60411,1,136.04,68,0
70207,60411,1,57.058,12985,641
70208,60411,1,169.8,0,0
70209,60411,1,182.95,0,0
70211,60411,1,230.47,0,0
70212,60411,1,143.73,0,0
70213,60411,1,122.71,30901,1257
70214,60411,1,153.06,0,0
70215,60411,1,208.31,0,0
70216,60411,1,192.32,0,0
70217,60411,1,173.98,0,0
70218,60411,1,145.1,0,0
70219,60411,1,82.844,45127,743
70220,60411,1,114.45,12932,85
70221,60411,1,103.12,36261,1572
70222,60411,1,83.308,35773,1116
70223,60411,1,111.63,11508,285
70224,60411,1,153.13,0,0
70225,60411,1,102.05,34608,2083
70227,60411,1,143.59,0,0
70228,60411,1,192.88,0,0
70229,60411,1,49.578,19647,373
70230,60411,1,49.675,22887,1055
70231,60411,1,125.76,18292,152
70232,60411,1,171.58,0,0
70233,60411,1,131.18,0,0
70234,60411,1,155.61,0,0
70235,60411,1,163.78,0,0
70236,60411,1,187.01,0,0
70237,60411,1,8.0345,3.3827e+05,153
70238,60411,1,202.25,0,0
70239,60411,1,180.72,0,0
70240,60411,1,175.69,0,0
70241,60411,1,149.95,0,0
70242,60411,1,174.3,0,0
70243,60411,1,178.75,0,0
70244,60411,1,147.01,0,0
70028,60436,1,97.344,60324,3356
70029,60436,1,112.38,0,0
70161,60436,1,108.95,16805,153
70162,60436,1,191.87,0,0
70163,60436,1,81.664,66179,2576
70164,60436,1,35.67,35015,1315
70168,60436,1,80.522,8519,0
70169,60436,1,123.66,7488,249
70170,60436,1,176.21,0,0
70171,60436,1,21.704,1.0791e+05,1202
70172,60436,1,48.551,39638,1422
70174,60436,1,154.9,0,0
70176,60436,1,19.179,1.4471e+05,1064
70179,60436,1,162.62,0,0
70180,60436,1,95.434,2342,0
70181,60436,1,128.26,0,0
70182,60436,1,23.979,50682,1681
70183,60436,1,79.501,63704,3192
70184,60436,1,185.83,0,0
70185,60436,1,47.022,13541,135
70186,60436,1,123.26,41693,1037
70187,60436,1,157.44,0,0
70188,60436,1,151.06,0,0
70189,60436,1,87.657,60625,2431
70191,60436,1,155.12,0,0
70192,60436,1,54.314,45166,2805
70193,60436,1,43.849,22279,423
70194,60436,1,152.09,0,0
70195,60436,1,140.95,0,0
70196,60436,1,112.54,0,0
70197,60436,1,126.11,4573,652
70198,60436,1,100.23,45471,1245
70199,60436,1,139.05,0,0
70200,60436,1,77.674,58207,1605
70201,60436,1,103.64,75270,3590
70202,60436,1,86.144,63312,1459
70203,60436,1,106.19,17038,349
70204,60436,1,114.63,13083,552
70205,60436,1,48.631,29094,1022
70206,60436,1,112.52,51163,1414
70207,60436,1,59.31,41385,1970
70208,60436,1,143.42,0,0
70209,60436,1,156.25,0,0
70211,60436,1,225.78,0,0
70212,60436,1,157.98,0,0
70213,60436,1,99.613,76087,3032
70214,60436,1,158.85,0,0
70215,60436,1,200.51,0,0
70216,60436,1,189.52,0,0
70217,60436,1,189.19,0,0
70218,60436,1,119.26,26060,90
70219,60436,1,60.222,63802,2734
70220,60436,1,87.689,66804,1664
70221,60436,1,118.35,38496,1446
70222,60436,1,106.15,35959,329
70223,60436,1,121.37,0,0
70224,60436,1,175.9,0,0
70225,60436,1,128.13,21314,141
70227,60436,1,169.05,0,0
70228,60436,1,213.62,0,0
70229,60436,1,71.839,25790,352
70230,60436,1,65.025,20896,1157
70231,60436,1,152.5,0,0
70232,60436,1,189.61,0,0
70233,60436,1,137.05,0,0
70234,60436,1,172.44,0,0
70235,60436,1,155.44,0,0
70236,60436,1,212.26,0,0
70237,60436,1,31.03,10512,340
70238,60436,1,228.94,0,0
70239,60436,1,206.86,0,0
70240,60436,1,200.95,0,0
70241,60436,1,171.93,0,0
70242,60436,1,195.11,0,0
70243,60436,1,199.89,0,0
