70028,1,50,0
70028,1,51,0
70028,1,52,0
70028,1,53,0
70028,1,54,0
70028,1,55,0
70028,1,56,0
70028,1,57,44
70028,1,58,2066
70028,1,59,5277
70028,1,60,9611
70028,1,61,11715
70028,1,62,13407
70028,1,63,11586
70028,1,64,13026
70028,1,65,11836
70028,1,66,12054
70028,1,67,8757
70028,1,68,9361
70028,1,69,9810
70028,1,70,9992
70028,1,71,8513
70028,1,72,5781
70028,1,73,2877
70028,1,74,3836
70028,1,75,4605
70028,1,76,5065
70028,1,77,5032
70028,1,78,6096
70028,1,79,5622
70028,1,80,6376
70028,1,81,3185
70028,1,82,2777
70028,1,83,2133
70028,1,84,2165
70028,1,85,1537
70028,1,86,937
70028,1,87,1127
70028,1,88,1451
70028,1,89,2192
70028,1,90,3758
70028,1,91,8184
70028,1,92,13696
70028,1,93,28201
70028,1,94,28650
70028,1,95,0
70028,2,50,0
70028,2,51,453
70028,2,52,1176
70028,2,53,1965
70028,2,54,4034
70028,2,55,3972
70028,2,56,5606
70028,2,57,11122
70028,2,58,17584
70028,2,59,16584
70028,2,60,14692
70028,2,61,19120
70028,2,62,29012
70028,2,63,24951
70028,2,64,28999
70028,2,65,25109
70028,2,66,13741
70028,2,67,5964
70028,2,68,7092
70028,2,69,6159
70028,2,70,1945
70028,2,71,642
70028,2,72,1290
70028,2,73,800
70028,2,74,493
70028,2,75,181
70028,2,76,0
70028,2,77,0
70028,2,78,0
70028,2,79,0
70028,2,80,0
70028,2,81,0
70028,2,82,0
70028,2,83,0
70028,2,84,0
70028,2,85,0
70028,2,86,0
70028,2,87,0
70028,2,88,0
70028,2,89,0
70028,2,90,0
70028,2,91,0
70028,2,92,0
70028,2,93,0
70028,2,94,0
70028,2,95,0
70028,3,50,289
70028,3,51,763
70028,3,52,3303
70028,3,53,3835
70028,3,54,5803
70028,3,55,4752
70028,3,56,14056
70028,3,57,25137
70028,3,58,30469
70028,3,59,34518
70028,3,60,36986
70028,3,61,29839
70028,3,62,40460
70028,3,63,35897
70028,3,64,24391
70028,3,65,25989
70028,3,66,15191
70028,3,67,6425
70028,3,68,1296
70028,3,69,596
70028,3,70,1182
70028,3,71,7
70028,3,72,0
70028,3,73,0
70028,3,74,0
70028,3,75,0
70028,3,76,0
70028,3,77,0
70028,3,78,0
70028,3,79,0
70028,3,80,0
70028,3,81,0
70028,3,82,0
70028,3,83,0
70028,3,84,0
70028,3,85,0
70028,3,86,0
70028,3,87,0
70028,3,88,0
70028,3,89,0
70028,3,90,0
70028,3,91,0
70028,3,92,0
70028,3,93,0
70028,3,94,0
70028,3,95,0
70028,4,50,0
70028,4,51,144
70028,4,52,1377
70028,4,53,4180
70028,4,54,6039
70028,4,55,6380
70028,4,56,7683
70028,4,57,13896
70028,4,58,30110
70028,4,59,44968
70028,4,60,54291
70028,4,61,67873
70028,4,62,83767
70028,4,63,77363
70028,4,64,71576
70028,4,65,49432
70028,4,66,33834
70028,4,67,18985
70028,4,68,9551
70028,4,69,1432
70028,4,70,0
70028,4,71,0
70028,4,72,0
70028,4,73,0
70028,4,74,0
70028,4,75,0
70028,4,76,0
70028,4,77,0
70028,4,78,0
70028,4,79,0
70028,4,80,0
70028,4,81,0
70028,4,82,0
70028,4,83,0
70028,4,84,0
70028,4,85,0
70028,4,86,0
70028,4,87,0
70028,4,88,0
70028,4,89,0
70028,4,90,0
70028,4,91,0
70028,4,92,0
70028,4,93,0
70028,4,94,0
70028,4,95,0
70028,5,50,0
70028,5,51,81
70028,5,52,699
70028,5,53,1133
70028,5,54,3573
70028,5,55,5105
70028,5,56,9636
70028,5,57,26223
70028,5,58,52818
70028,5,59,83030
70028,5,60,1.0755e+05
70028,5,61,1.1354e+05
70028,5,62,1.2077e+05
70028,5,63,1.3082e+05
70028,5,64,93363
70028,5,65,71070
70028,5,66,54003
70028,5,67,32215
70028,5,68,10651
70028,5,69,2805
70028,5,70,1035
70028,5,71,288
70028,5,72,305
70028,5,73,346
70028,5,74,727
70028,5,75,627
70028,5,76,13
70028,5,77,0
70028,5,78,0
70028,5,79,0
70028,5,80,0
70028,5,81,0
70028,5,82,0
70028,5,83,0
70028,5,84,0
70028,5,85,0
70028,5,86,0
70028,5,87,0
70028,5,88,0
70028,5,89,0
70028,5,90,0
70028,5,91,0
70028,5,92,0
70028,5,93,0
70028,5,94,0
70028,5,95,0
70028,6,50,0
70028,6,51,0
70028,6,52,0
70028,6,53,358
70028,6,54,2728
70028,6,55,2082
70028,6,56,2137
70028,6,57,8565
70028,6,58,26888
70028,6,59,53211
70028,6,60,80773
70028,6,61,95883
70028,6,62,1.0654e+05
70028,6,63,1.038e+05
70028,6,64,74727
70028,6,65,51161
70028,6,66,35501
70028,6,67,15778
70028,6,68,4214
70028,6,69,285
70028,6,70,181
70028,6,71,692
70028,6,72,862
70028,6,73,488
70028,6,74,0
70028,6,75,0
70028,6,76,0
70028,6,77,0
70028,6,78,0
70028,6,79,0
70028,6,80,0
70028,6,81,0
70028,6,82,0
70028,6,83,0
70028,6,84,0
70028,6,85,0
70028,6,86,0
70028,6,87,0
70028,6,88,0
70028,6,89,0
70028,6,90,0
70028,6,91,0
70028,6,92,0
70028,6,93,0
70028,6,94,0
70028,6,95,0
70028,7,50,0
70028,7,51,0
70028,7,52,0
70028,7,53,0
70028,7,54,323
70028,7,55,2254
70028,7,56,7880
70028,7,57,11259
70028,7,58,13676
70028,7,59,19304
70028,7,60,31951
70028,7,61,39089
70028,7,62,41602
70028,7,63,31342
70028,7,64,19192
70028,7,65,8760
70028,7,66,7865
70028,7,67,3431
70028,7,68,378
70028,7,69,1060
70028,7,70,1150
70028,7,71,423
70028,7,72,0
70028,7,73,0
70028,7,74,0
70028,7,75,0
70028,7,76,0
70028,7,77,0
70028,7,78,0
70028,7,79,0
70028,7,80,0
70028,7,81,0
70028,7,82,0
70028,7,83,0
70028,7,84,0
70028,7,85,0
70028,7,86,0
70028,7,87,0
70028,7,88,0
70028,7,89,0
70028,7,90,0
70028,7,91,0
70028,7,92,0
70028,7,93,0
70028,7,94,0
70028,7,95,0
70028,8,50,0
70028,8,51,0
70028,8,52,0
70028,8,53,0
70028,8,54,0
70028,8,55,0
70028,8,56,0
70028,8,57,0
70028,8,58,0
70028,8,59,596
70028,8,60,546
70028,8,61,1528
70028,8,62,1467
70028,8,63,811
70028,8,64,992
70028,8,65,27
70028,8,66,0
70028,8,67,0
70028,8,68,0
70028,8,69,0
70028,8,70,0
70028,8,71,0
70028,8,72,0
70028,8,73,0
70028,8,74,0
70028,8,75,0
70028,8,76,0
70028,8,77,0
70028,8,78,0
70028,8,79,0
70028,8,80,0
70028,8,81,0
70028,8,82,0
70028,8,83,0
70028,8,84,0
70028,8,85,0
70028,8,86,0
70028,8,87,0
70028,8,88,0
70028,8,89,0
70028,8,90,0
70028,8,91,0
70028,8,92,0
70028,8,93,0
70028,8,94,0
70028,8,95,0
70028,9,50,0
70028,9,51,0
70028,9,52,0
70028,9,53,0
70028,9,54,0
70028,9,55,0
70028,9,56,0
70028,9,57,0
70028,9,58,0
70028,9,59,0
70028,9,60,0
70028,9,61,0
70028,9,62,0
70028,9,63,0
70028,9,64,0
70028,9,65,0
70028,9,66,0
70028,9,67,0
70028,9,68,0
70028,9,69,0
70028,9,70,0
70028,9,71,0
70028,9,72,0
70028,9,73,0
70028,9,74,0
70028,9,75,0
70028,9,76,0
70028,9,77,0
70028,9,78,0
70028,9,79,0
70028,9,80,0
70028,9,81,0
70028,9,82,0
70028,9,83,0
70028,9,84,0
70028,9,85,0
70028,9,86,0
70028,9,87,0
70028,9,88,0
70028,9,89,0
70028,9,90,0
70028,9,91,0
70028,9,92,0
70028,9,93,0
70028,9,94,0
70028,9,95,0
70029,1,50,0
70029,1,51,0
70029,1,52,0
70029,1,53,1026
70029,1,54,1270
