60445,4.6105e+05,876.23,6345.4,6271.5,6339.9,6148,5754.4,5538.8,5539.6,5120.1,4956.5,1.4618e-06
60473,2.9998e+05,1618.9,5918.9,5845.9,5798.1,5864,5643.1,5330.6,5361.3,5060.9,3941.7,1.1923e-07
60018,2.7138e+05,392.74,6295.3,5897.7,5780.1,5598.3,5551.3,5422.8,5236.5,4967.9,3396.8,7.1096e-07
60020,2.6875e+05,454.59,5989.8,5777,5836.4,5657.6,5665.2,5430.5,5451,5217.1,3200.1,1.3855e-06
60034,1.9359e+05,376.87,5403.3,5190.8,4938.7,4963.3,4859.7,4632.9,4469.7,3957.8,2507.3,1.5182e-07
60035,2.3612e+05,546.06,5622.2,5402.4,5131.8,5386.2,5258.1,5127.6,4883.4,4655.9,2468.2,6.0111e-07
60054,4.4849e+05,670.18,6207.3,6153,5932.7,5718.1,5452.8,5216.7,4973.9,5048.2,4676.9,1.8321e-06
60061,2.4483e+05,536.93,6085.4,5874.6,5936.2,5725.2,5433.5,5263.1,5172.9,4996.7,3217.7,2.2497e-07
60064,2.3861e+05,489.99,6187.5,6023.8,5860.6,5849.5,5717.4,5313.4,5233.9,4974.8,3834.9,5.3225e-07
60071,3.0993e+05,510.69,5858.9,5858.4,5533.9,5408.7,5382.1,4980.9,5227.9,4991.2,4728.8,1.1012e-06
60155,3.3512e+05,542.56,6086.9,6131.1,5836.1,5646.3,5316.6,5118.8,5112.9,4877.4,4657.1,1.2883e-06
60033,2.4883e+05,547.73,6297.4,6143.7,6099.7,6096.3,5821.8,5801.2,5656.2,5567.8,3133.5,1.2993e-06
60360,2.4318e+05,497.98,6460.4,6297.5,6126.6,5944.4,6085.3,5833.5,5878.3,5609.1,3665.8,1.5291e-06
60364,3.3878e+05,564.72,6064.9,6025.4,5815.3,5574.2,5529.7,5350.4,5164.8,5094.2,4689,6.6229e-07
60366,3.5209e+05,530.59,6096,6067.7,5844.2,5510.9,5250.7,5198,5065,5046.8,4725.8,1.2605e-06
60371,3.2598e+05,558.8,6232.7,5926.8,5716.4,5349.8,5135.3,5202.7,5168.9,4855.8,4694.9,1.3362e-06
60374,2.6836e+05,393.74,6267.4,5982.6,5916.7,5800.7,5785.2,5684.2,5614.6,5308.5,4557.6,1.4516e-06
60380,2.3704e+05,468.11,6303.8,5951.7,5910.8,5663.5,5609.3,5531.4,5502.4,5178.1,3337.1,7.4974e-07
60383,2.2351e+05,393.92,6350.6,6137.9,6014.3,5794.3,5660.8,5762.2,5630.9,5271.9,2963.8,1.5247e-06
60386,2.7672e+05,479.93,6374.8,6203,6019.8,5774.8,5768.4,5798.9,5689.7,5546.2,4667.7,1.5673e-06
60387,1.9783e+05,382.6,6136.3,5962.4,5975.7,5816,5568.1,5533.7,5302.7,5025,3915.6,1.1403e-06
60388,2.3155e+05,365.82,6622.2,6238.3,6303.6,5952.8,6125.3,5953.4,5790.3,5677.2,3881.9,1.4642e-06
60389,2.613e+05,395.98,6233.8,6165.5,6075.5,6003.1,5900.5,5729.7,5748.2,5342.5,3813,1.9836e-06
60390,2.0227e+05,583.19,5775.4,5883.6,5679.6,5445.7,5421,5499.6,5320.4,4932.8,3662.5,1.2603e-07
60395,2.7116e+05,548.83,6583.2,6162.3,6050.5,5889.7,5572.8,5331.7,5233.2,5056,3403.2,9.5236e-07
60399,2.9134e+05,452.24,6251.3,5958.5,5866.3,5679.5,5424.9,5368.6,5103.2,5154.7,4848,1.9784e-06
60403,3.062e+05,413.94,6145.3,6029.7,5689.9,5327.6,5229.7,5070.8,5099,5073.6,4766.8,2.0107e-06
60404,2.2466e+05,530.38,6448.1,6064.8,5875.2,5861.8,5885.3,5749.2,5609.7,5346.8,2681.5,7.0758e-07
60405,3.4771e+05,534.79,6341.1,6036.8,5601.5,5525.5,5436.2,5218.9,5075.4,4948.6,4848.3,1.1865e-06
60406,3.0373e+05,554.53,6079.4,5759.6,5611.1,5602.9,5284.6,5390.8,5163.2,4988.6,4212.7,2.8435e-07
60408,3.8503e+05,565.98,5959.2,5751.9,5458.9,5238.4,4966.8,4862.7,4663.8,4608.7,4523.1,1.249e-06
60410,2.708e+05,475.39,6443.8,6010.6,5847,5861.8,5800.6,5898.6,5493.6,5412.9,3706.8,1.3289e-06
60411,3.0338e+05,363.04,6447.4,6332.6,6053.1,5823.1,5718.4,5299.5,5268.9,5205.6,4865.7,2.0126e-06
60414,2.2152e+05,400.2,6324.7,6241.3,5974.5,5999.8,5829.4,5752.9,5674.4,5452.1,3719.8,1.6991e-06
60415,2.2747e+05,329.31,6345.8,6158,6065.2,5985.1,5864.1,5799.5,5564.2,5543.8,3210,1.7897e-06
60420,3.0536e+05,441.66,6008.3,5738.5,5594.6,5516.7,5384.9,5272.5,5222.6,4886.6,4091.6,5.5069e-07
60421,2.5034e+05,437.35,6204.4,5933.5,5638.1,5792.6,5647.6,5337.3,5406.1,5153.9,3744.4,1.0567e-06
60432,3.2134e+05,571.14,6275.7,6118.4,5731.9,5873.4,5747.2,5475.3,5443.8,5228.1,4455.3,4.4695e-07
60434,2.4536e+05,529.24,5925.4,5424.9,5287.4,5364.9,5123.4,5026.9,4882.5,4913.7,4448.5,7.7382e-09
60436,3.8692e+05,600.01,6150.7,6072.8,5951.5,5646.5,5575.1,5142.1,5049.4,4916.6,4691.4,2.1971e-06
60439,2.6335e+05,413.86,6131.8,5993.3,5843.1,5856.4,5649.2,5627.2,5483.2,5319.6,4058.8,2.0725e-06
60440,2.0779e+05,407.14,6199.3,6093.5,6028.1,5803.4,5796.6,5364.6,5263.7,5008.4,4608,1.5177e-06
60442,2.8822e+05,519.62,6203.2,6188.5,6056.4,6059.6,5804.8,5878.2,5701.6,5478.8,2327.6,1.6868e-06
60447,2.7611e+05,495.6,6093.5,5916.9,5996.9,5837.2,5640.7,5553.6,5365,5230,3639.8,6.3859e-07
60448,2.6596e+05,394.29,6423.4,6194.5,6003.6,5688.4,5584.1,5480.5,5102.8,4994.4,3193,6.5376e-07
60450,2.6097e+05,427.51,6261.2,6135.4,6081.6,5864.6,5937.4,5811.3,5659.2,5652.5,3057.6,1.1862e-06
60452,3.6616e+05,601.38,6270.7,6155.7,5864.7,5860.7,5542,5236.6,5277.9,4985.3,4396.9,1.8871e-06
60453,2.5403e+05,378.46,5949.1,5826.6,5731.2,5499.8,5312.5,5339.9,5261.8,4937.9,2877.3,4.8989e-07
60458,2.9445e+05,591.65,6289.2,6025.1,5911.4,5776.9,5717.9,5603.6,5389.9,5241.7,3431.8,1.2744e-06
60459,2.0615e+05,610,6079.4,5938.9,5805.7,5816.3,5571.7,5483.9,5353.8,5043.1,2232.7,4.6254e-07
60460,2.3552e+05,421.87,6179,6094.1,5939.9,5857.3,5780.7,5615.8,5336.1,4976,1460.9,1.738e-06
60462,2.7432e+05,461.85,6343.2,6062.2,6147.5,5897,5848.7,5700.4,5645.6,5476.8,3094.8,1.7582e-06
60465,4.1884e+05,665.08,6159.5,6046.6,5750.8,5806.8,5512.9,5136.9,5136.7,4898.4,4643.8,1.7799e-06
60466,1.36e+05,214.48,6120.7,6036,5890.5,5714.5,5532.7,5458.9,5335.5,4798,2590.8,5.5466e-07
60469,3.0082e+05,363.69,6107.1,5954.4,5745.2,5441.4,5264.5,5124.4,4959.4,4711,3796.3,1.7923e-06
60478,2.5307e+05,397.08,6436.7,6222.4,6110.5,5876,5817.5,5617.8,5734.6,5462.4,3390.8,1.5141e-06
